9,0.15263157894736842,0.026824383377048903,0.12632655826367598,0.1035031847133758,0.66,0.08483126110124334,0.7756012243113248,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,0.039473684210526314,0.029040134845037358,0.0024031864786404336,0.07563694267515923,0.67,0.010301953818827708,0.7729777000437253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.021370529822721432,0.0,0.07085987261146497,0.6200000000000001,0.013641207815275311,0.774639265413205,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.004557814311494197,0.0008641517826869401,0.0732484076433121,0.27999999999999997,0.0022735346358792184,0.774639265413205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,0.0,0.019018112420002807,0.006826014819460327,0.06926751592356688,0.51,0.0019182948490230906,0.7819851333624837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
93,0.13157894736842105,0.02732044877423115,0.053899579912494076,0.08598726114649682,0.5700000000000001,0.03261101243339254,0.7735898557061652,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112,0.0,0.000680739663955338,0.0,0.09076433121019109,0.75,0.00014209591474245115,0.7729777000437253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.012381961449703896,0.0,0.08121019108280256,0.79,0.017690941385435168,0.7660690861390468,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0006764382021549617,0.0,0.07245222929936306,0.7200000000000001,0.00035523978685612787,0.7777000437254045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.15789473684210525,0.006215199507332665,0.0,0.09474522292993631,0.5900000000000001,0.0036234458259325046,0.769916921731526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0016776687343918353,0.0,0.09952229299363058,0.7000000000000001,0.00014209591474245115,0.7729777000437253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0037246385127303666,0.0,0.07802547770700638,0.63,0.0016341030195381882,0.770354175776126,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
145,0.010526315789473684,0.0016858040680898714,0.0003054360343214728,0.08996815286624205,0.6000000000000001,0.0007815275310834813,0.7761259291648448,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.005838400586234994,0.0,0.0732484076433121,0.65,0.001349911190053286,0.775076519457805,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0006466147336723532,0.0,0.07961783439490447,0.7000000000000001,0.000497335701598579,0.7617839965019676,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.015789473684210527,0.015078806305372389,0.0007613298351178384,0.07484076433121019,0.68,0.028419182948490232,0.7771753388718846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.015494091893814321,0.024986228602653947,0.0820063694267516,0.55,0.012149200710479573,0.7714035854831657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.013979195588213283,0.017135864872471412,0.08359872611464969,0.63,0.008312611012433392,0.769829470922606,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0060038470447819495,0.0,0.07165605095541401,0.49000000000000005,0.0020603907637655417,0.7677306515085265,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.006578947368421052,0.020648804807879194,0.0019854642462386043,0.08359872611464969,0.77,0.06991119005328597,0.7761259291648448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.005044558961514095,0.0,0.07165605095541401,0.47000000000000003,0.0019182948490230906,0.7756012243113248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
238,0.0,0.016320089456962235,0.0,0.08837579617834396,0.5900000000000001,0.0014209591474245115,0.765019676432007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,0.0,0.0007286438841839866,0.0014321588956110196,0.07165605095541401,0.30000000000000004,0.0002841918294849023,0.770354175776126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.010729929792946916,0.0,0.07085987261146497,0.43,0.002841918294849023,0.7714035854831657,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
256,0.02894736842105263,0.07698739343648947,0.27812328447569257,0.0963375796178344,0.81,0.48156305506216696,0.6622649759510275,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
270,0.0,0.004672461510766389,0.0,0.07643312101910829,0.51,0.002841918294849023,0.764582422387407,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0052809694938904415,0.0,0.08757961783439491,0.7000000000000001,0.003978685612788632,0.7734149540883253,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.08157894736842106,0.010833029713449691,0.03826583679166424,0.089171974522293,0.61,0.009094138543516874,0.7734149540883253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
304,0.0,0.012036421644212017,0.0,0.07245222929936306,0.73,0.015488454706927175,0.7692173152601661,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0.039473684210526314,0.02054465281009531,0.03845722333466223,0.06847133757961783,0.6400000000000001,0.11964476021314387,0.7581985133362483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
347,0.0,0.004626623088115757,0.0,0.09156050955414013,0.67,0.002202486678507993,0.7644949715784871,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,0.039473684210526314,0.02885785149694651,0.03371634761077623,0.08121019108280256,0.73,0.06962699822380107,0.7634455618714473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
359,0.11842105263157894,0.03946342064100152,0.28273014596757035,0.07085987261146497,0.8,0.39218472468916515,0.7702667249672059,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,0.11842105263157894,0.019199024049277483,0.0,0.08837579617834396,0.61,0.015204262877442273,0.7755137735024049,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
379,0.0,0.0016665470354948113,0.0,0.08598726114649682,0.49000000000000005,0.000852575488454707,0.7724529951902055,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
387,0.0,0.0006971911571341017,0.0,0.04856687898089172,0.71,0.0005683836589698046,0.7602098819414079,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
388,0.09210526315789473,0.024812384209168974,0.03566168079492883,0.08121019108280256,0.41,0.02344582593250444,0.7728902492348054,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
389,0.0,0.004279097852060392,0.0,0.0732484076433121,0.67,0.0009236234458259325,0.7740271097507652,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.06842105263157895,0.012542065328307707,0.013199591405069844,0.07882165605095542,0.45,0.007815275310834813,0.7760384783559248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
405,0.0,0.0320662725836014,0.017546504878452232,0.07484076433121019,0.65,0.038152753108348134,0.7644075207695671,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,0.0,0.011198515150729301,0.0,0.08598726114649682,0.5700000000000001,0.0029129662522202485,0.7655443812855269,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,0.0,0.008905810439805963,0.0,0.13614649681528662,0.78,0.006962699822380107,0.7617839965019676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,0.10526315789473684,0.023082060468075972,0.06348614938735063,0.10191082802547771,0.68,0.027850799289520427,0.7565369479667687,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
475,0.16578947368421051,0.016189891240378618,0.33002565358165115,0.10111464968152867,0.76,0.35211367673179395,0.7575863576738084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
479,0.0,0.006658301215417026,0.0,0.07484076433121019,0.61,0.0038365896980461812,0.7702667249672059,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
